TruckID,Truck,ProjectID,Country,OperatorID,FirstName,LastName,Age,TotalOreMined,TotalWasted,Date
353,Truck 353-Dispatch,4,United States,14477,Lauren,Lee,49,2319.9900,185.5992,2013-07-27T00:00:00.0000000
381,Truck 381-Dispatch,4,United States,14477,Lauren,Lee,49,1000.4375,80.0350,2012-12-04T00:00:00.0000000
387,Truck 387-Dispatch,4,United States,14484,Samantha,Hall,39,1000.4375,80.0350,2012-12-02T00:00:00.0000000
363,Truck 363-Dispatch,4,United States,14484,Samantha,Hall,39,2294.9900,183.5992,2013-07-02T00:00:00.0000000
591,Truck 591-Dispatch,4,United States,19128,Madison,Jackson,29,564.9900,45.1992,2013-04-13T00:00:00.0000000
595,Truck 595-Dispatch,4,United States,19130,Madeline,Baker,29,564.9900,45.1992,2013-05-04T00:00:00.0000000
598,Truck 598-Dispatch,4,United States,19162,Peter,Raji,41,539.9900,43.1992,2013-04-30T00:00:00.0000000
593,Truck 593-Dispatch,4,United States,19164,Danielle,Morgan,37,564.9900,45.1992,2013-05-17T00:00:00.0000000
387,Truck 387-Dispatch,8,Germany,19196,April,She,29,1000.4375,80.0350,2012-09-15T00:00:00.0000000
577,Truck 577-Dispatch,8,Germany,19196,April,She,29,1214.8500,97.1880,2013-06-15T00:00:00.0000000
355,Truck 355-Dispatch,8,Germany,19196,April,She,29,2319.9900,185.5992,2013-11-09T00:00:00.0000000
388,Truck 388-Dispatch,4,United States,19198,Melissa,Brooks,24,1120.4900,89.6392,2013-01-16T00:00:00.0000000
389,Truck 389-Dispatch,10,United Kingdom,19253,Gabrielle,Ross,43,1000.4375,80.0350,2012-02-12T00:00:00.0000000
598,Truck 598-Dispatch,10,United Kingdom,19253,Gabrielle,Ross,43,539.9900,43.1992,2013-10-20T00:00:00.0000000
321,Truck 321-Dispatch,7,France,19255,Terrance,Sara,50,782.9900,62.6392,2012-02-29T00:00:00.0000000
580,Truck 580-Dispatch,7,France,19255,Terrance,Sara,50,1700.9900,136.0792,2013-11-11T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,19264,Kristopher,Gonzalez,24,3578.2700,286.2616,2011-08-11T00:00:00.0000000
605,Truck 605-Dispatch,9,Australia,19264,Kristopher,Gonzalez,24,539.9900,43.1992,2013-01-26T00:00:00.0000000
325,Truck 325-Dispatch,7,France,19287,Shane,Chandra,40,782.9900,62.6392,2012-05-26T00:00:00.0000000
580,Truck 580-Dispatch,7,France,19287,Shane,Chandra,40,1700.9900,136.0792,2013-12-25T00:00:00.0000000
383,Truck 383-Dispatch,8,Germany,19289,Johnathan,Patel,40,1000.4375,80.0350,2012-11-26T00:00:00.0000000
582,Truck 582-Dispatch,8,Germany,19289,Johnathan,Patel,40,1700.9900,136.0792,2013-11-07T00:00:00.0000000
327,Truck 327-Dispatch,7,France,19296,Jake,Zheng,36,782.9900,62.6392,2012-06-14T00:00:00.0000000
582,Truck 582-Dispatch,7,France,19296,Jake,Zheng,36,1700.9900,136.0792,2013-12-23T00:00:00.0000000
383,Truck 383-Dispatch,8,Germany,19298,Priscilla,Andersen,24,1000.4375,80.0350,2012-11-27T00:00:00.0000000
560,Truck 560-Dispatch,8,Germany,19298,Priscilla,Andersen,24,1214.8500,97.1880,2013-06-04T00:00:00.0000000
357,Truck 357-Dispatch,8,Germany,19298,Priscilla,Andersen,24,2319.9900,185.5992,2013-11-07T00:00:00.0000000
387,Truck 387-Dispatch,8,Germany,19321,Clifford,Weber,33,1000.4375,80.0350,2012-11-28T00:00:00.0000000
581,Truck 581-Dispatch,8,Germany,19321,Clifford,Weber,33,1700.9900,136.0792,2013-12-01T00:00:00.0000000
343,Truck 343-Dispatch,7,France,19323,Jeremy,Rogers,27,782.9900,62.6392,2012-08-07T00:00:00.0000000
587,Truck 587-Dispatch,7,France,19323,Jeremy,Rogers,27,769.4900,61.5592,2013-07-28T00:00:00.0000000
342,Truck 342-Dispatch,8,Germany,19357,Ryan,Flores,25,699.0982,55.9279,2011-05-10T00:00:00.0000000
583,Truck 583-Dispatch,8,Germany,19357,Ryan,Flores,25,1700.9900,136.0792,2013-12-07T00:00:00.0000000
383,Truck 383-Dispatch,10,United Kingdom,19362,Karl,Raje,36,1000.4375,80.0350,2012-06-08T00:00:00.0000000
380,Truck 380-Dispatch,10,United Kingdom,19362,Karl,Raje,36,2443.3500,195.4680,2013-01-19T00:00:00.0000000
322,Truck 322-Dispatch,8,Germany,19364,Alejandro,Nara,37,699.0982,55.9279,2011-05-07T00:00:00.0000000
577,Truck 577-Dispatch,8,Germany,19364,Alejandro,Nara,37,1214.8500,97.1880,2013-09-05T00:00:00.0000000
353,Truck 353-Dispatch,8,Germany,19364,Alejandro,Nara,37,2319.9900,185.5992,2013-12-01T00:00:00.0000000
338,Truck 338-Dispatch,8,Germany,19387,Ruth,Rana,31,699.0982,55.9279,2011-06-27T00:00:00.0000000
582,Truck 582-Dispatch,8,Germany,19387,Ruth,Rana,31,1700.9900,136.0792,2013-12-19T00:00:00.0000000
388,Truck 388-Dispatch,1,United States,19396,Tammy,Prasad,45,1120.4900,89.6392,2013-02-27T00:00:00.0000000
343,Truck 343-Dispatch,7,France,19421,Jay,Rana,34,782.9900,62.6392,2012-10-11T00:00:00.0000000
386,Truck 386-Dispatch,7,France,19421,Jay,Rana,34,1120.4900,89.6392,2013-03-11T00:00:00.0000000
327,Truck 327-Dispatch,7,France,19423,Maria,Price,34,782.9900,62.6392,2012-10-17T00:00:00.0000000
384,Truck 384-Dispatch,7,France,19423,Maria,Price,34,1120.4900,89.6392,2013-03-12T00:00:00.0000000
340,Truck 340-Dispatch,8,Germany,19432,Armando,Dominguez,30,699.0982,55.9279,2011-08-02T00:00:00.0000000
388,Truck 388-Dispatch,8,Germany,19432,Armando,Dominguez,30,1120.4900,89.6392,2013-02-15T00:00:00.0000000
383,Truck 383-Dispatch,10,United Kingdom,19455,Jack,Perez,38,1000.4375,80.0350,2012-09-08T00:00:00.0000000
380,Truck 380-Dispatch,10,United Kingdom,19455,Jack,Perez,38,2443.3500,195.4680,2013-02-09T00:00:00.0000000
326,Truck 326-Dispatch,8,Germany,19496,Edgar,Subram,26,699.0982,55.9279,2011-11-21T00:00:00.0000000
390,Truck 390-Dispatch,8,Germany,19496,Edgar,Subram,26,1120.4900,89.6392,2013-03-21T00:00:00.0000000
384,Truck 384-Dispatch,4,United States,19530,Lisa,Liang,38,1120.4900,89.6392,2013-02-25T00:00:00.0000000
382,Truck 382-Dispatch,4,United States,19532,Victoria,Brown,38,1120.4900,89.6392,2013-01-31T00:00:00.0000000
314,Truck 314-Dispatch,9,Australia,19555,Alejandro,Liu,36,3578.2700,286.2616,2011-08-11T00:00:00.0000000
372,Truck 372-Dispatch,9,Australia,19555,Alejandro,Liu,36,2443.3500,195.4680,2013-04-16T00:00:00.0000000
310,Truck 310-Dispatch,9,Australia,19557,Bridget,She,36,3578.2700,286.2616,2011-08-28T00:00:00.0000000
583,Truck 583-Dispatch,9,Australia,19557,Bridget,She,36,1700.9900,136.0792,2013-04-15T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,19562,Leah,Guo,36,3578.2700,286.2616,2011-08-01T00:00:00.0000000
582,Truck 582-Dispatch,9,Australia,19562,Leah,Guo,36,1700.9900,136.0792,2013-05-18T00:00:00.0000000
313,Truck 313-Dispatch,9,Australia,19564,Lawrence,Gutierrez,31,3578.2700,286.2616,2011-08-23T00:00:00.0000000
580,Truck 580-Dispatch,9,Australia,19564,Lawrence,Gutierrez,31,1700.9900,136.0792,2013-05-26T00:00:00.0000000
313,Truck 313-Dispatch,9,Australia,19596,Allen,Fernandez,36,3578.2700,286.2616,2011-08-05T00:00:00.0000000
374,Truck 374-Dispatch,9,Australia,19596,Allen,Fernandez,36,2443.3500,195.4680,2013-04-25T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,19598,Kaitlyn,Powell,37,3578.2700,286.2616,2011-08-09T00:00:00.0000000
583,Truck 583-Dispatch,9,Australia,19598,Kaitlyn,Powell,37,1700.9900,136.0792,2013-06-17T00:00:00.0000000
313,Truck 313-Dispatch,9,Australia,19621,Mariah,Barnes,47,3578.2700,286.2616,2011-09-17T00:00:00.0000000
374,Truck 374-Dispatch,9,Australia,19621,Mariah,Barnes,47,2443.3500,195.4680,2013-05-05T00:00:00.0000000
594,Truck 594-Dispatch,1,United States,19657,Emily,Griffin,33,564.9900,45.1992,2013-06-22T00:00:00.0000000
593,Truck 593-Dispatch,1,United States,19689,Elizabeth,Gonzales,49,564.9900,45.1992,2013-06-15T00:00:00.0000000
597,Truck 597-Dispatch,1,United States,19691,Gabriella,Cox,42,539.9900,43.1992,2013-06-01T00:00:00.0000000
592,Truck 592-Dispatch,4,United States,19696,Adam,Patterson,43,564.9900,45.1992,2013-06-02T00:00:00.0000000
596,Truck 596-Dispatch,4,United States,19698,Stephanie,Barnes,43,539.9900,43.1992,2013-06-18T00:00:00.0000000
597,Truck 597-Dispatch,1,United States,19721,Noah,Allen,52,539.9900,43.1992,2013-07-15T00:00:00.0000000
592,Truck 592-Dispatch,4,United States,19723,Olivia,Russell,46,564.9900,45.1992,2013-07-17T00:00:00.0000000
594,Truck 594-Dispatch,4,United States,19730,Ricardo,Black,66,564.9900,45.1992,2013-07-09T00:00:00.0000000
314,Truck 314-Dispatch,9,Australia,19766,Edwin,Lin,53,3578.2700,286.2616,2011-09-05T00:00:00.0000000
606,Truck 606-Dispatch,9,Australia,19766,Edwin,Lin,53,539.9900,43.1992,2013-02-10T00:00:00.0000000
314,Truck 314-Dispatch,9,Australia,19789,Gloria,Munoz,49,3578.2700,286.2616,2011-09-13T00:00:00.0000000
372,Truck 372-Dispatch,9,Australia,19789,Gloria,Munoz,49,2443.3500,195.4680,2013-04-30T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,19791,Warren,Zhou,49,3578.2700,286.2616,2011-09-08T00:00:00.0000000
378,Truck 378-Dispatch,9,Australia,19791,Warren,Zhou,49,2443.3500,195.4680,2013-05-02T00:00:00.0000000
593,Truck 593-Dispatch,4,United States,19821,Tabitha,Vazquez,38,564.9900,45.1992,2013-09-24T00:00:00.0000000
349,Truck 349-Dispatch,6,Canada,19830,Gabrielle,Long,37,3374.9900,269.9992,2011-02-19T00:00:00.0000000
361,Truck 361-Dispatch,6,Canada,19830,Gabrielle,Long,37,2294.9900,183.5992,2013-11-01T00:00:00.0000000
346,Truck 346-Dispatch,6,Canada,19855,John,Smith,53,3399.9900,271.9992,2011-05-21T00:00:00.0000000
359,Truck 359-Dispatch,6,Canada,19855,John,Smith,53,2294.9900,183.5992,2013-11-21T00:00:00.0000000
598,Truck 598-Dispatch,4,United States,19889,Catherine,Sanders,53,539.9900,43.1992,2013-10-24T00:00:00.0000000
382,Truck 382-Dispatch,1,United States,19891,Jennifer,Morgan,52,1120.4900,89.6392,2013-04-15T00:00:00.0000000
331,Truck 331-Dispatch,8,Germany,19930,Tony,Tang,51,782.9900,62.6392,2011-12-29T00:00:00.0000000
361,Truck 361-Dispatch,8,Germany,19930,Tony,Tang,51,2294.9900,183.5992,2013-11-25T00:00:00.0000000
314,Truck 314-Dispatch,9,Australia,19957,Arthur,Mehta,31,3578.2700,286.2616,2011-09-11T00:00:00.0000000
372,Truck 372-Dispatch,9,Australia,19957,Arthur,Mehta,31,2443.3500,195.4680,2013-06-15T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,19964,Gloria,Alonso,32,3578.2700,286.2616,2011-09-06T00:00:00.0000000
378,Truck 378-Dispatch,9,Australia,19964,Gloria,Alonso,32,2443.3500,195.4680,2013-06-18T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,19966,Abby,Sanchez,27,3578.2700,286.2616,2011-09-23T00:00:00.0000000
374,Truck 374-Dispatch,9,Australia,19966,Abby,Sanchez,27,2443.3500,195.4680,2013-06-07T00:00:00.0000000
350,Truck 350-Dispatch,6,Canada,19989,Ethan,Thompson,28,3374.9900,269.9992,2011-08-22T00:00:00.0000000
390,Truck 390-Dispatch,6,Canada,19989,Ethan,Thompson,28,1120.4900,89.6392,2013-08-01T00:00:00.0000000
599,Truck 599-Dispatch,4,United States,19991,Jacob,Thomas,28,539.9900,43.1992,2013-11-15T00:00:00.0000000
388,Truck 388-Dispatch,4,United States,19998,Laura,Liu,32,1120.4900,89.6392,2013-04-04T00:00:00.0000000
350,Truck 350-Dispatch,6,Canada,20000,Elijah,Diaz,29,3374.9900,269.9992,2011-09-19T00:00:00.0000000
386,Truck 386-Dispatch,6,Canada,20000,Elijah,Diaz,29,1120.4900,89.6392,2013-08-21T00:00:00.0000000
348,Truck 348-Dispatch,6,Canada,20023,Edward,Hughes,40,3374.9900,269.9992,2011-11-11T00:00:00.0000000
384,Truck 384-Dispatch,6,Canada,20023,Edward,Hughes,40,1120.4900,89.6392,2013-09-06T00:00:00.0000000
390,Truck 390-Dispatch,4,United States,20030,Alexander,Harris,41,1120.4900,89.6392,2013-05-14T00:00:00.0000000
390,Truck 390-Dispatch,1,United States,20032,Marcus,Walker,35,1120.4900,89.6392,2013-05-27T00:00:00.0000000
345,Truck 345-Dispatch,6,Canada,20034,Wyatt,Turner,36,3399.9900,271.9992,2011-11-15T00:00:00.0000000
363,Truck 363-Dispatch,6,Canada,20034,Wyatt,Turner,36,2294.9900,183.5992,2013-11-22T00:00:00.0000000
390,Truck 390-Dispatch,7,France,20059,Madison,Washington,34,1120.4900,89.6392,2013-07-15T00:00:00.0000000
384,Truck 384-Dispatch,1,United States,20066,Marcus,White,25,1120.4900,89.6392,2013-05-09T00:00:00.0000000
584,Truck 584-Dispatch,4,United States,20091,Andrea,Parker,34,539.9900,43.1992,2013-11-21T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,20157,Riley,Reed,27,3578.2700,286.2616,2011-10-07T00:00:00.0000000
606,Truck 606-Dispatch,9,Australia,20157,Riley,Reed,27,539.9900,43.1992,2013-02-07T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,20159,Ernest,Zhu,26,3578.2700,286.2616,2011-10-13T00:00:00.0000000
584,Truck 584-Dispatch,9,Australia,20159,Ernest,Zhu,26,539.9900,43.1992,2013-02-07T00:00:00.0000000
332,Truck 332-Dispatch,10,United Kingdom,20164,Carol Ann,Rockne,61,699.0982,55.9279,2011-04-26T00:00:00.0000000
376,Truck 376-Dispatch,10,United Kingdom,20164,Carol Ann,Rockne,61,2443.3500,195.4680,2013-09-18T00:00:00.0000000
333,Truck 333-Dispatch,8,Germany,20166,Monique,Gutierrez,43,782.9900,62.6392,2012-03-13T00:00:00.0000000
384,Truck 384-Dispatch,8,Germany,20166,Monique,Gutierrez,43,1120.4900,89.6392,2013-04-05T00:00:00.0000000
382,Truck 382-Dispatch,4,United States,20191,Chad,Rai,38,1120.4900,89.6392,2013-06-28T00:00:00.0000000
386,Truck 386-Dispatch,4,United States,20198,Sierra,Evans,45,1120.4900,89.6392,2013-06-13T00:00:00.0000000
380,Truck 380-Dispatch,1,United States,20200,Noah,Gonzales,46,2443.3500,195.4680,2013-01-28T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,20225,Sharon,Rai,38,3578.2700,286.2616,2011-10-18T00:00:00.0000000
376,Truck 376-Dispatch,9,Australia,20225,Sharon,Rai,38,2443.3500,195.4680,2013-06-16T00:00:00.0000000
369,Truck 369-Dispatch,10,United Kingdom,16822,Marshall,Lin,46,2443.3500,195.4680,2012-05-10T00:00:00.0000000
359,Truck 359-Dispatch,10,United Kingdom,16822,Marshall,Lin,46,2294.9900,183.5992,2013-08-12T00:00:00.0000000
573,Truck 573-Dispatch,10,United Kingdom,16822,Marshall,Lin,46,2384.0700,190.7256,2013-09-16T00:00:00.0000000
371,Truck 371-Dispatch,8,Germany,16824,Randall,Munoz,48,2181.5625,174.5250,2012-07-21T00:00:00.0000000
357,Truck 357-Dispatch,8,Germany,16824,Randall,Munoz,48,2319.9900,185.5992,2013-07-31T00:00:00.0000000
575,Truck 575-Dispatch,8,Germany,16824,Randall,Munoz,48,2384.0700,190.7256,2013-06-27T00:00:00.0000000
355,Truck 355-Dispatch,4,United States,16881,Ruben,Alonso,69,2319.9900,185.5992,2013-10-28T00:00:00.0000000
580,Truck 580-Dispatch,4,United States,16888,Arianna,Hughes,51,1700.9900,136.0792,2013-02-08T00:00:00.0000000
580,Truck 580-Dispatch,1,United States,16890,Timothy,Reed,51,1700.9900,136.0792,2013-03-14T00:00:00.0000000
353,Truck 353-Dispatch,4,United States,16892,Rebecca,Evans,51,2319.9900,185.5992,2013-10-25T00:00:00.0000000
357,Truck 357-Dispatch,1,United States,16915,Mason,Phillips,31,2319.9900,185.5992,2013-11-28T00:00:00.0000000
580,Truck 580-Dispatch,4,United States,16924,Julia,Price,26,1700.9900,136.0792,2013-04-21T00:00:00.0000000
581,Truck 581-Dispatch,4,United States,16947,Savannah,Stewart,29,1700.9900,136.0792,2013-04-16T00:00:00.0000000
583,Truck 583-Dispatch,4,United States,16949,Luis,Flores,29,1700.9900,136.0792,2013-04-20T00:00:00.0000000
581,Truck 581-Dispatch,1,United States,16956,Austin,Flores,30,1700.9900,136.0792,2013-04-11T00:00:00.0000000
359,Truck 359-Dispatch,1,United States,16981,Hunter,Simmons,35,2294.9900,183.5992,2013-11-17T00:00:00.0000000
353,Truck 353-Dispatch,4,United States,16983,Gabriel,Collins,36,2319.9900,185.5992,2013-11-23T00:00:00.0000000
363,Truck 363-Dispatch,1,United States,17017,Jeremiah,Jones,43,2294.9900,183.5992,2013-11-28T00:00:00.0000000
580,Truck 580-Dispatch,4,United States,17022,Karen,Morgan,38,1700.9900,136.0792,2013-05-29T00:00:00.0000000
581,Truck 581-Dispatch,4,United States,17024,Jacqueline,Diaz,44,1700.9900,136.0792,2013-05-09T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,17047,Kendra,Rubio,30,3578.2700,286.2616,2011-02-02T00:00:00.0000000
590,Truck 590-Dispatch,9,Australia,17047,Kendra,Rubio,30,769.4900,61.5592,2013-04-02T00:00:00.0000000
310,Truck 310-Dispatch,9,Australia,17049,Krystal,Lu,36,3578.2700,286.2616,2011-02-27T00:00:00.0000000
587,Truck 587-Dispatch,9,Australia,17049,Krystal,Lu,36,769.4900,61.5592,2013-05-17T00:00:00.0000000
310,Truck 310-Dispatch,9,Australia,17056,Shaun,Lal,35,3578.2700,286.2616,2011-03-22T00:00:00.0000000
589,Truck 589-Dispatch,9,Australia,17056,Shaun,Lal,35,769.4900,61.5592,2013-05-22T00:00:00.0000000
377,Truck 377-Dispatch,10,United Kingdom,17115,Karen,Xu,34,2181.5625,174.5250,2012-06-27T00:00:00.0000000
589,Truck 589-Dispatch,10,United Kingdom,17115,Karen,Xu,34,769.4900,61.5592,2013-06-11T00:00:00.0000000
606,Truck 606-Dispatch,1,United States,17124,Kaitlin,Madan,51,539.9900,43.1992,2013-06-13T00:00:00.0000000
581,Truck 581-Dispatch,6,Canada,17147,Jennifer,Nelson,56,1700.9900,136.0792,2013-08-04T00:00:00.0000000
582,Truck 582-Dispatch,1,United States,17149,Steven,Richardson,50,1700.9900,136.0792,2013-06-10T00:00:00.0000000
363,Truck 363-Dispatch,4,United States,17156,Hailey,Gonzales,39,2294.9900,183.5992,2013-11-06T00:00:00.0000000
377,Truck 377-Dispatch,8,Germany,17181,Jenny,Lal,41,2181.5625,174.5250,2012-08-27T00:00:00.0000000
573,Truck 573-Dispatch,8,Germany,17181,Jenny,Lal,41,2384.0700,190.7256,2013-07-14T00:00:00.0000000
359,Truck 359-Dispatch,8,Germany,17181,Jenny,Lal,41,2294.9900,183.5992,2013-08-22T00:00:00.0000000
368,Truck 368-Dispatch,8,Germany,17183,Shane,Sanchez,42,2443.3500,195.4680,2012-08-17T00:00:00.0000000
576,Truck 576-Dispatch,8,Germany,17183,Shane,Sanchez,42,2384.0700,190.7256,2013-07-21T00:00:00.0000000
361,Truck 361-Dispatch,8,Germany,17183,Shane,Sanchez,42,2294.9900,183.5992,2013-08-16T00:00:00.0000000
379,Truck 379-Dispatch,10,United Kingdom,17192,Warren,He,44,2181.5625,174.5250,2012-06-20T00:00:00.0000000
357,Truck 357-Dispatch,10,United Kingdom,17192,Warren,He,44,2319.9900,185.5992,2013-09-24T00:00:00.0000000
575,Truck 575-Dispatch,10,United Kingdom,17192,Warren,He,44,2384.0700,190.7256,2013-10-22T00:00:00.0000000
313,Truck 313-Dispatch,9,Australia,17249,Carl,Goel,32,3578.2700,286.2616,2011-03-14T00:00:00.0000000
590,Truck 590-Dispatch,9,Australia,17249,Carl,Goel,32,769.4900,61.5592,2013-09-26T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,17256,Noah,Flores,35,3578.2700,286.2616,2011-03-30T00:00:00.0000000
589,Truck 589-Dispatch,9,Australia,17256,Noah,Flores,35,769.4900,61.5592,2013-09-23T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,17258,Fernando,Green,33,3578.2700,286.2616,2011-03-19T00:00:00.0000000
588,Truck 588-Dispatch,9,Australia,17258,Fernando,Green,33,769.4900,61.5592,2013-10-01T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,17315,Carolyn,Munoz,44,3578.2700,286.2616,2011-03-03T00:00:00.0000000
376,Truck 376-Dispatch,9,Australia,17315,Carolyn,Munoz,44,2443.3500,195.4680,2013-06-21T00:00:00.0000000
313,Truck 313-Dispatch,9,Australia,17326,Paul,Shakespear,36,3578.2700,286.2616,2011-03-30T00:00:00.0000000
588,Truck 588-Dispatch,9,Australia,17326,Paul,Shakespear,36,769.4900,61.5592,2013-10-30T00:00:00.0000000
310,Truck 310-Dispatch,9,Australia,17351,Terrence,Sharma,63,3578.2700,286.2616,2011-03-18T00:00:00.0000000
374,Truck 374-Dispatch,9,Australia,17351,Terrence,Sharma,63,2443.3500,195.4680,2013-07-14T00:00:00.0000000
581,Truck 581-Dispatch,4,United States,17358,Sydney,Bell,29,1700.9900,136.0792,2013-06-14T00:00:00.0000000
361,Truck 361-Dispatch,4,United States,17415,Dawn,Beck,31,2294.9900,183.5992,2013-10-29T00:00:00.0000000
355,Truck 355-Dispatch,4,United States,17417,Lee,Munoz,41,2319.9900,185.5992,2013-11-23T00:00:00.0000000
357,Truck 357-Dispatch,1,United States,17424,Spencer,Long,37,2319.9900,185.5992,2013-11-17T00:00:00.0000000
361,Truck 361-Dispatch,4,United States,17458,Jason,Collins,45,2294.9900,183.5992,2013-11-09T00:00:00.0000000
363,Truck 363-Dispatch,4,United States,17460,Megan,Murphy,50,2294.9900,183.5992,2013-11-06T00:00:00.0000000
312,Truck 312-Dispatch,9,Australia,17515,Lacey,Li,36,3578.2700,286.2616,2011-04-13T00:00:00.0000000
595,Truck 595-Dispatch,9,Australia,17515,Lacey,Li,36,564.9900,45.1992,2013-04-28T00:00:00.0000000
359,Truck 359-Dispatch,4,United States,17524,Lucas,Washington,38,2294.9900,183.5992,2013-11-21T00:00:00.0000000
580,Truck 580-Dispatch,6,Canada,17558,Ian,Williams,50,1700.9900,136.0792,2013-10-24T00:00:00.0000000
353,Truck 353-Dispatch,4,United States,17592,Bryan,Sanders,29,2319.9900,185.5992,2013-11-23T00:00:00.0000000
353,Truck 353-Dispatch,4,United States,17594,Michelle,Cook,34,2319.9900,185.5992,2013-11-27T00:00:00.0000000
581,Truck 581-Dispatch,1,United States,17615,Brittany,Long,40,1700.9900,136.0792,2013-08-06T00:00:00.0000000
582,Truck 582-Dispatch,4,United States,17617,Abigail,Simmons,41,1700.9900,136.0792,2013-08-07T00:00:00.0000000
357,Truck 357-Dispatch,4,United States,17624,Samantha,Alexander,42,2319.9900,185.5992,2013-11-04T00:00:00.0000000
377,Truck 377-Dispatch,10,United Kingdom,17626,Alfredo,Blanco,31,2181.5625,174.5250,2012-06-28T00:00:00.0000000
590,Truck 590-Dispatch,10,United Kingdom,17626,Alfredo,Blanco,31,769.4900,61.5592,2013-06-16T00:00:00.0000000
389,Truck 389-Dispatch,7,France,17651,Ethan,Butler,35,1000.4375,80.0350,2012-06-03T00:00:00.0000000
570,Truck 570-Dispatch,7,France,17651,Ethan,Butler,35,742.3500,59.3880,2013-03-14T00:00:00.0000000
357,Truck 357-Dispatch,7,France,17651,Ethan,Butler,35,2319.9900,185.5992,2013-11-25T00:00:00.0000000
582,Truck 582-Dispatch,4,United States,17660,Seth,Young,38,1700.9900,136.0792,2013-08-07T00:00:00.0000000
375,Truck 375-Dispatch,10,United Kingdom,17717,Jeremiah,Miller,45,2181.5625,174.5250,2012-07-22T00:00:00.0000000
591,Truck 591-Dispatch,10,United Kingdom,17717,Jeremiah,Miller,45,564.9900,45.1992,2013-03-11T00:00:00.0000000
314,Truck 314-Dispatch,9,Australia,17726,Caroline,Griffin,24,3578.2700,286.2616,2011-04-29T00:00:00.0000000
382,Truck 382-Dispatch,9,Australia,17726,Caroline,Griffin,24,1120.4900,89.6392,2013-06-03T00:00:00.0000000
370,Truck 370-Dispatch,10,United Kingdom,17792,Bridget,Andersen,37,2443.3500,195.4680,2012-08-05T00:00:00.0000000
588,Truck 588-Dispatch,10,United Kingdom,17792,Bridget,Andersen,37,769.4900,61.5592,2013-08-12T00:00:00.0000000
373,Truck 373-Dispatch,10,United Kingdom,17794,Theodore,Rowe,39,2181.5625,174.5250,2012-08-23T00:00:00.0000000
597,Truck 597-Dispatch,10,United Kingdom,17794,Theodore,Rowe,39,539.9900,43.1992,2013-06-15T00:00:00.0000000
370,Truck 370-Dispatch,8,Germany,17824,Mario,Pal,42,2443.3500,195.4680,2012-09-28T00:00:00.0000000
582,Truck 582-Dispatch,8,Germany,17824,Mario,Pal,42,1700.9900,136.0792,2013-05-31T00:00:00.0000000
368,Truck 368-Dispatch,10,United Kingdom,17828,Valerie,Zhou,30,2443.3500,195.4680,2012-08-08T00:00:00.0000000
588,Truck 588-Dispatch,10,United Kingdom,17828,Valerie,Zhou,30,769.4900,61.5592,2013-09-03T00:00:00.0000000
379,Truck 379-Dispatch,10,United Kingdom,17849,Wesley,He,29,2181.5625,174.5250,2012-08-10T00:00:00.0000000
587,Truck 587-Dispatch,10,United Kingdom,17849,Wesley,He,29,769.4900,61.5592,2013-09-01T00:00:00.0000000
583,Truck 583-Dispatch,6,Canada,17858,Dalton,Barnes,43,1700.9900,136.0792,2013-11-19T00:00:00.0000000
580,Truck 580-Dispatch,4,United States,17860,Noah,Diaz,38,1700.9900,136.0792,2013-09-06T00:00:00.0000000
383,Truck 383-Dispatch,7,France,17885,Julio,Carlson,43,1000.4375,80.0350,2012-12-13T00:00:00.0000000
580,Truck 580-Dispatch,7,France,17885,Julio,Carlson,43,1700.9900,136.0792,2013-08-13T00:00:00.0000000
375,Truck 375-Dispatch,10,United Kingdom,17892,Ronnie,Xu,50,2181.5625,174.5250,2012-09-27T00:00:00.0000000
598,Truck 598-Dispatch,10,United Kingdom,17892,Ronnie,Xu,50,539.9900,43.1992,2013-07-28T00:00:00.0000000
385,Truck 385-Dispatch,7,France,17894,Hailey,Simmons,44,1000.4375,80.0350,2012-12-11T00:00:00.0000000
580,Truck 580-Dispatch,7,France,17894,Hailey,Simmons,44,1700.9900,136.0792,2013-08-23T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,17917,Cristina,Raje,26,3578.2700,286.2616,2011-04-17T00:00:00.0000000
384,Truck 384-Dispatch,9,Australia,17917,Cristina,Raje,26,1120.4900,89.6392,2013-08-31T00:00:00.0000000
311,Truck 311-Dispatch,9,Australia,17919,Bruce,Hernandez,27,3578.2700,286.2616,2011-04-17T00:00:00.0000000
390,Truck 390-Dispatch,9,Australia,17919,Bruce,Hernandez,27,1120.4900,89.6392,2013-09-13T00:00:00.0000000
